country,Code,Year,Electric cars sold,Region,CO2 emissions from fuel combustion (MtCO2),Average CO2 emission factor (tCO2/toe),CO2 intensity at constant purchasing power parities (kCO2/$15p),Total energy production (Mtoe),Total energy consumption (Mtoe),Share of renewables in electricity production (%),Share of electricity in total final energy consumption (%),Oil products domestic consumption (Mt),Refined oil products production (Mt),Natural gas production (bcm),Natural gas domestic consumption (bcm),Energy intensity of GDP at constant purchasing power parities (koe/$15p),Electricity production (TWh),Electricity domestic consumption (TWh),Coal and lignite domestic consumption (Mt),Share of wind and solar in electricity production (%),Crude oil production (Mt),Coal and lignite production (Mt),Total energy consumption (EJ),Carbon Intensity (MtCO2 per EJ),Clean electricity share (%)
Belgium,BEL,2014,1950,Europe,93.48032128,1.776543083,0.183066006,12.71212965,52.6192256,18.49792143,17.05951167,20.75,35.25,0.0,16.50320694,0.103046196,72.646,82.691,5.202691091,10.33642596,0.0,0.126,2.2030617374208,42.432002559057025,28.83434739
Belgium,BEL,2015,3900,Europe,99.540696,1.896659615,0.191050608,10.74605467,52.48210866,22.36018618,16.74213379,21.139,35.203,0.0,18.51517797,0.100730045,69.825,83.162,5.062394716,12.37522377,0.0,0.106,2.1973209253768804,45.300936631697056,34.73540995
Belgium,BEL,2016,9200,Europe,96.33170828,1.732555601,0.182139212,15.40469369,55.60093324,18.02990223,16.69504295,20.798,33.631,0.0,17.68119574,0.105127485,85.813,83.681,4.706761481,9.95653339,0.0,0.107,2.32789987289232,41.38137958670525,27.98643562
Belgium,BEL,2017,14700,Europe,95.82353645,1.732960522,0.177688247,15.13488872,55.29470246,19.58559732,16.92190369,20.148052,35.2832,0.0,18.12290315,0.102534503,86.7755,83.8655,4.566684756,11.33015655,0.0,0.0903,2.31507860259528,41.39105097450196,30.915753870000003
Belgium,BEL,2018,13200,Europe,97.75548553,1.835990945,0.178665053,11.7556753,53.24399108,24.19095381,16.84079798,20.279082,34.0696,0.0,19.22324683,0.0973126,75.0946,84.3841,4.561951183,15.14875903,0.0335,0.1167,2.2292194185374403,43.85189035996107,39.339712840000004
Belgium,BEL,2019,17700,Europe,98.66724914,1.783898436,0.17783466,15.88163022,55.30990283,21.13508346,16.59416344,19.36715534,35.03958861,0.0,19.30607888,0.099688781,93.82395507,83.02553664,4.481862163,14.32536873,0.0335,0.099401703,2.3157150116864402,42.60768213794351,35.46045219
Belgium,BEL,2020,47000,Europe,90.67457273,1.765307071,0.174231256,13.86080896,51.36475927,27.19453327,17.01788894,18.20734434,27.44331138,0.0,19.42619047,0.098697422,91.01072333,81.72211905,3.6123981,19.99747299,0.0335,0.084824619,2.15053974111636,42.1636350151475,47.19200626
Brazil,BRA,2012,40,South/Latin America,429.8540442,1.52699309,0.142377732,251.3890044,281.5035949,82.52211268,17.74015987,115.8,105.348,19.70998171,33.07699332,0.093240587,552.624,492.256,25.48357711,0.913822056,108.863,6.616,11.7859925112732,36.47160337059847,83.43593473600001
Brazil,BRA,2013,72,South/Latin America,461.6342685,1.569479751,0.148443585,252.9936603,294.132032,76.75355193,18.00065167,119.815,112.34,21.76998917,38.76597353,0.094581396,571.098,508.512,27.97245604,1.152866934,106.635,8.594,12.314719915776,37.48637984925787,77.906418864
Brazil,BRA,2015,89,South/Latin America,462.7901342,1.556263102,0.153512245,278.2773527,297.3726831,74.07762717,18.22663593,115.171,108.11,24.10597337,42.06598301,0.098641576,581.652,514.399,29.76143923,3.728174235,127.329,8.029,12.450399496030801,37.170705594429954,77.805801405
Brazil,BRA,2016,177,South/Latin America,429.7285573,1.499126737,0.147373204,285.1857458,286.652587,80.39883294,18.56405739,109.594,100.845,24.35097678,36.13203671,0.098306034,578.889,513.854,26.74317185,5.799557428,131.91,7.005,12.001570512516,35.80602695720962,86.198390368
Brazil,BRA,2017,430,South/Latin America,436.4368661,1.494909391,0.147719646,294.4493473,291.9487086,79.17373984,18.45435737,110.578372,97.520685,27.5468523,38.46795295,0.098815117,589.401381,520.29717,27.30787591,7.330318759,137.781375,4.818874,12.2233085316648,35.705297380770425,86.50405859899999
Brazil,BRA,2018,410,South/Latin America,411.1259363,1.427227834,0.137343599,296.8120083,288.0590796,82.28162216,19.11719162,103.703355,94.991288,24.76711307,35.50621318,0.096231026,601.371158,530.582039,26.46044233,8.636359478,135.693255,4.837541,12.0604575446928,34.088751175192,90.917981638
Brazil,BRA,2019,1940,South/Latin America,413.0677743,1.411197034,0.136440969,312.1507204,292.7073714,82.22933148,19.18287144,104.84877,95.123681,25.93593143,35.79308748,0.096684564,626.33494,538.014256,25.48955472,10.00107083,145.609133,5.409671,12.255072225775201,33.70586208633064,92.23040231
Brazil,BRA,2020,2600,South/Latin America,385.4370893,1.346575429,0.133173892,323.9868096,286.2350531,84.1006446,19.13704886,100.3192547,97.75725234,23.84824885,33.08496724,0.098898204,613.9769478,529.5056301,22.5454336,10.60427988,155.9791111,5.549466109,11.984089203190802,32.162401561344865,94.70492447999999
Canada,CAN,2011,520,North America,558.5376228,1.338528562,0.242507798,414.2859808,267.2789835,62.48397588,21.87651455,103.81,93.97,157.7369613,107.5090828,0.181174914,633.42,529.907,48.531,2.102870134,174.218,67.507,11.190436481178,49.91204978817802,64.586846014
Canada,CAN,2012,1920,North America,559.8696908,1.3178883,0.236494982,427.9377999,269.3995687,63.64487785,21.64016948,106.46,96.667,156.2821535,106.6410771,0.179449945,632.098,527.178,44.354,2.368145446,187.575,66.583,11.2792211423316,49.63726517416837,66.013023296
Canada,CAN,2013,3100,North America,567.9916117,1.286006297,0.230154494,448.770332,274.93729,64.06647458,21.95484821,104.707,94.715,157.456036,111.4100422,0.178968404,657.695,538.891,42.84,3.35596287,200.228,70.147,11.511074457720001,49.343057747235015,67.42243745
Canada,CAN,2014,5100,North America,570.1896729,1.225613069,0.218725356,470.0167147,282.0234654,63.15194258,22.21062314,102.623,91.308,164.102,115.5810656,0.178461997,658.762,546.964,42.07,4.088730072,215.668,67.445,11.807758449367201,48.289408641363046,67.240672652
Canada,CAN,2015,6800,North America,570.1871903,1.216036539,0.216245051,473.4099485,282.9599601,64.03234926,22.13310446,104.977,90.317,164.9660677,114.9399208,0.177827757,657.944,544.898,38.848,4.561634425,221.992,62.344,11.8469676094668,48.1293786812052,68.593983685
Canada,CAN,2016,11600,North America,561.1042091,1.192588119,0.212974438,479.9925653,287.3055972,64.80111719,22.21495271,105.415,92.055,176.9780682,112.0890919,0.17858172,663.808,540.773,38.804,5.296561656,220.847,59.26,12.028910743569602,46.64630248420077,70.097678846
Canada,CAN,2017,16700,North America,572.0248493,1.17814925,0.209899116,509.428902,295.1645683,66.5436851,22.56147062,104.964,96.275,181.0580067,114.4149788,0.178160039,662.972,560.514,38.961,5.323754246,243.678,61.709,12.3579501455844,46.288004285596614,71.867439346
Canada,CAN,2018,44000,North America,582.0598816,1.149811992,0.20302299,530.1784044,298.0805246,66.26095089,22.35468493,107.7296,93.749,183.228055,121.8099013,0.176570598,654.399,571.994,31.842,5.685980571,261.607,60.287,12.480035403952801,46.63928128085632,71.946931461
Canada,CAN,2019,51000,North America,579.5568255,1.123094106,0.197063,527.3517282,301.1183168,65.98415062,22.56463819,105.4665234,102.2486418,176.0865907,122.8654782,0.17546437,653.2972998,575.4606523,30.62668345,5.903303391,266.9553547,57.19646313,12.6072216877824,45.97022562565436,71.88745401099999
Canada,CAN,2020,51000,North America,515.5687575,1.016767106,0.175872003,504.3304092,280.8113064,67.72302974,24.03373474,89.22336964,90.50037874,172.0118963,117.1584597,0.172971767,648.3592052,555.8402012,27.85305378,6.527576659,254.9965378,45.22610822,11.7570077763552,43.8520384869416,74.250606399
Chile,CHL,2014,19,South/Latin America,76.6938983,2.207001964,0.192452516,12.38030735,34.75026282,42.89429423,23.19238638,14.41,9.469,0.789999105,4.077002547,0.087200881,70.753,67.836,10.86,2.717905955,0.413,4.164,1.4549240037477602,52.71333629965761,45.612200185
Chile,CHL,2015,36,South/Latin America,81.49542814,2.294668676,0.199896136,12.08410451,35.51511771,43.60433496,23.05394469,14.326,9.603,1.006000941,4.391995725,0.087113289,75.387,67.647,12.07403161,4.478225689,0.282,3.143,1.48694694828228,54.80721974253585,48.082560649
Chile,CHL,2016,31,South/Latin America,86.11743822,2.277378697,0.207762482,12.54654648,37.81428111,43.27306199,22.8811053,15.32,9.393,1.204999859,4.791003938,0.091228781,79.308,70.83,12.711,6.415494023,0.244,2.525,1.5832083215134802,54.39425567045742,49.688556013
Chile,CHL,2017,135,South/Latin America,86.93714768,2.264641868,0.207090997,13.02189557,38.38891654,43.91575066,22.46444385,15.427461,9.615765,1.225607547,5.024084702,0.091445363,79.41665,70.350288,13.02954497,9.443206179,0.323655,2.425,1.60726715769672,54.09004176044044,53.358956839
Chile,CHL,2018,198,South/Latin America,86.81424692,2.222498107,0.198797335,13.62817501,39.06156169,46.25691072,22.63366333,15.643847,9.68069,1.249487176,5.299402259,0.089447696,82.312704,73.716051,12.32715597,10.95794156,0.3777,2.256655,1.63542946483692,53.08345531652559,57.21485228
Chile,CHL,2019,305,South/Latin America,85.25273096,2.149369119,0.193288708,13.49215229,39.66407176,46.00486539,23.01956141,15.4985881,10.08611451,1.526297868,5.586284427,0.089928113,83.63158359,74.89718818,12.0423311,13.76965321,0.409607645,1.426831,1.66065535644768,51.336799432222186,59.7745186
Chile,CHL,2020,239,South/Latin America,79.62703976,2.103049226,0.191243534,13.18212417,37.86266093,48.17795827,24.6659796,14.157521,8.01186114,1.222782635,5.226413945,0.090936309,84.28364744,75.48115116,11.58752173,16.17243666,0.311508335,0.909784715,1.58523388781724,50.23046780159429,64.35039493
China,CHN,2010,1440,Asia & Pacific,7798.131052,3.074514744,0.642741509,2236.15824,2536.377835,18.83147144,16.9313488,400.537,400.934,95.79098919,125.1379752,0.209054619,4207.993,3625.524,3349.515749,1.08020617,203.819,3316.101,106.19306719578,73.43352309076057,19.91167761
China,CHN,2011,5120,Asia & Pacific,8488.02207,3.117610083,0.638610879,2385.818419,2722.605408,16.9541671,17.86814005,419.309,415.998,105.3370065,131.2731499,0.204839881,4715.761,4051.605,3694.925201,1.549548419,204.119,3608.201,113.990043222144,74.4628375432627,18.503715519
China,CHN,2012,9860,Asia & Pacific,8748.967277,3.101715674,0.610277964,2401.488991,2820.686419,20.11549756,18.38035913,438.233,439.87,110.6079988,147.2430268,0.196754967,4994.045,4326.079,3831.552707,2.051843746,208.823,3677.589,118.09649899069201,74.08320612188145,22.167341306
China,CHN,2013,15730,Asia & Pacific,9161.181904,3.14641104,0.592966421,2467.34671,2911.629087,20.45249646,19.31034912,461.197,459.696,120.8600087,167.4748658,0.188458028,5447.247,4717.568,3970.175482,2.878646773,211.508,3748.53,121.904086614516,75.15073660302632,23.331143233
China,CHN,2014,73000,Asia & Pacific,9082.943498,3.062404039,0.547907735,2507.263199,2965.952037,22.78903916,19.82071526,476.337,485.061,130.1569957,184.3201159,0.178914254,5678.945,4938.623,3837.433898,3.265395245,213.567,3640.167,124.178479885116,73.14426385637114,26.054434405000002
China,CHN,2015,211000,Asia & Pacific,9076.666647,3.031900865,0.512162646,2515.699481,2993.721448,24.12619474,20.16244054,507.199,510.519,134.6100023,191.8011657,0.168924602,5859.515,5103.446,3769.828197,3.937322458,216.759,3563.165,125.34112958486399,72.4157080525951,28.063517198
China,CHN,2016,339000,Asia & Pacific,9032.770953,3.034029692,0.477517005,2363.350621,2977.153116,25.2594779,21.27175969,522.906,533.908,136.8649919,207.8940176,0.157387057,6217.967,5407.407,3717.984537,5.026594705,203.04,3268.207,124.647446660688,72.46655422945622,30.286072605
China,CHN,2017,580000,Asia & Pacific,9185.718136,2.992001553,0.454867143,2455.328075,3070.091366,25.55585047,22.4904903,546.0976,564.259645,148.035,237.793253,0.15202771,6635.480189,5784.302111,3750.395528,6.427317735,196.102743,3397.1937,128.53858531168802,71.46272937208639,31.983168205
China,CHN,2018,1090000,Asia & Pacific,9345.788853,2.919439892,0.434274955,2567.94763,3201.226673,25.97956849,23.86104533,568.874662,599.214351,161.6917359,279.6317152,0.148752833,7181.800981,6268.868969,3769.500832,7.562674188,195.160985,3549.048133,134.028958345164,69.72962386928236,33.542242678
China,CHN,2019,1060000,Asia & Pacific,9561.89056,2.889407584,0.418732117,2685.956155,3309.291016,27.02464767,24.23521768,606.2130073,639.9607392,177.538,303.6800427,0.144919713,7519.345627,6549.124927,3807.19584,8.439598704,197.817925,3691.010058,138.553396257888,69.01231451737604,35.464246374
China,CHN,2020,1140000,Asia & Pacific,9716.772478,2.873595138,0.417990835,2749.04658,3381.399262,28.39562093,24.58500536,628.6900832,648.3808957,194.936724,325.5450057,0.145459195,7797.561415,6752.1478,3830.039015,9.59049836,200.9830118,3742.684199,141.572424301416,68.63464072150394,37.98611929
France,FRA,2010,272,Europe,356.443084,1.356225984,0.137961641,135.6081475,262.8198311,14.5810205,23.64261151,75.111,71.095,0.77699933,48.19805801,0.101724671,569.288,471.791,17.65872506,1.963153975,1.169,0.872,11.0037406884948,32.39290111340836,16.544174475
France,FRA,2011,2656,Europe,339.4614687,1.315583492,0.128569741,136.5771385,258.0311099,12.41026607,23.72638571,75.305,71.937,0.562999474,41.20601054,0.097728302,573.501,442.472,16.26035986,2.753438965,1.124,0.617,10.803246509293201,31.42217188212705,15.163705035
France,FRA,2012,6360,Europe,344.7748394,1.337298839,0.130174538,135.3686379,257.8143563,15.7399905,24.11800576,73.769,61.434,0.502999428,42.57202518,0.097341398,572.656,456.879,17.95810088,3.644421782,1.022,0.452,10.7941714695684,31.940834029921675,19.384412282
France,FRA,2013,9750,Europe,345.062706,1.33364067,0.129536672,136.9682381,258.7373898,17.93880804,24.12728131,72.397,58.174,0.322000368,43.2419935,0.097130115,582.168,461.615,18.8178689,3.88770939,1.079,0.422,10.832817036146402,31.853460170942796,21.826517430000003
France,FRA,2014,13100,Europe,313.9103029,1.261749604,0.116725934,138.3407579,248.7896979,17.42512899,24.18502057,71.157,58.297,0.013999986,36.31299913,0.092511172,572.518,435.846,14.28321905,4.365277598,1.048,0.277,10.4163270716772,30.136371557835044,21.790406588
France,FRA,2015,23800,Europe,319.9366889,1.266609019,0.117657391,139.2007276,252.5930923,16.70120561,24.36656474,71.097,60.242,0.020999976,39.04098141,0.092891642,579.539,445.248,13.80440029,5.257454632,1.063,0.147,10.5755675884164,30.252436687221604,21.958660242
France,FRA,2016,30600,Europe,321.0363285,1.295131773,0.116782476,131.5007954,247.8792778,18.40853339,24.51985866,69.783,59.365,0.02,42.67197801,0.090170343,564.184,453.54,13.06380598,5.530642485,0.992,0.261,10.3782096029304,30.93369095275855,23.939175875
France,FRA,2017,38000,Europe,325.4267242,1.314909276,0.115763077,129.4498455,247.4898689,17.3954326,24.31055822,70.356007,59.348,0.01575599,42.91400745,0.088038832,561.930009,449.856576,14.81900324,6.329732784,0.964,0.149,10.3619058311052,31.406068488203005,23.725165384
France,FRA,2018,48000,Europe,320.323881,1.300537749,0.112015721,135.4140487,246.3011022,20.39771503,24.79269766,67.659319,55.638585,0.008632004,40.97349243,0.086130311,581.9428,447.87832,13.00922184,6.949880469,0.912907,0.29,10.3121345469096,31.062810472735393,27.347595499
France,FRA,2019,64000,Europe,311.4924108,1.282980342,0.107308119,131.9311612,242.7881399,20.56353266,24.75625979,67.63181499,50.842439,0.015985886,41.76129382,0.083639722,570.9989363,443.8247769,10.20310623,8.369261556,0.964627,0.313,10.1650538413332,30.643459017738575,28.932794215999998
France,FRA,2020,185000,Europe,272.0919325,1.254494918,0.102107606,120.4628929,216.8936108,24.30269876,26.04362421,57.86313855,36.6154834,0.027134862,38.69927194,0.0813934,532.5268704,423.6549887,8.25666197,10.28519355,0.912047751,0.3,9.0809016969744,29.963096350955578,34.58789231
Germany,DEU,2011,1640,Europe,751.9052497,1.817301249,0.152971946,125.0688714,312.5947264,21.18302527,19.96712888,97.93,99.768,14.82901306,85.80190781,0.084175338,613.123,539.891,236.3357642,11.67400342,3.913,189.462,13.087716004915201,57.451219862779396,32.85702869
Germany,DEU,2012,3400,Europe,768.2544927,1.853647837,0.156520154,126.2011635,314.8894378,23.73622106,19.65869495,97.698,100.71,13.08798495,85.99690731,0.084438992,628.314,538.206,247.2871486,12.71720827,3.795,196.99,13.1837909818104,58.272654182697245,36.45342933
Germany,DEU,2013,6800,Europe,788.4600718,1.863521224,0.160025854,123.6633182,321.6079182,24.75696766,19.13246474,99.66,97.904,12.21998359,87.65395672,0.085872837,638.701,536.44,247.1645256,13.40094974,3.773,190.956,13.4650803191976,58.55591300676217,38.1579174
Germany,DEU,2014,13500,Europe,749.6621538,1.877119164,0.150734526,120.6790538,307.4339763,26.82086504,19.65668554,96.876,96.728,9.469012903,79.17702386,0.080300989,627.806,524.826,239.2858464,15.39870597,3.496,186.515,12.8716457197284,58.24136012778779,42.21957101
Germany,DEU,2015,23000,Europe,754.5447115,1.869363957,0.148286289,120.0722261,308.9788587,30.03305523,19.49398856,96.813,99.215,8.729997452,81.34897162,0.079324461,648.309,528.35,239.3044547,18.71129353,3.629,184.714,12.9363268560516,58.32758555779879,48.744348759999994
Germany,DEU,2016,24000,Europe,761.5407475,1.831862237,0.142696849,115.2853515,310.1855525,30.01926362,19.30810429,96.913,100.24,9.032999084,89.26581619,0.077897151,650.449,530.551,231.4021209,18.4618625,3.701,175.625,12.98684871207,58.63937929701319,48.48112612
Germany,DEU,2017,54000,Europe,746.0450272,1.766000938,0.134684951,114.8551221,311.174362,34.00951167,19.13594962,98.58,101.872,8.247513086,90.88326563,0.076265504,653.723,531.318,222.24,22.48016362,3.661,175.122,13.028248188215999,57.26364868262142,56.48967529
Germany,DEU,2018,67000,Europe,726.0376327,1.750284304,0.127680284,111.7997175,302.1860207,35.90651767,19.19474775,93.479,96.664,6.509306894,91.89444309,0.072948311,643.159,523.4629729,215.711,24.48539164,3.64,169.019,12.6519243146676,57.38554979010519,60.39190931
Germany,DEU,2019,108000,Europe,678.0650225,1.623169712,0.114611536,102.6181882,294.1217891,40.48816777,18.65691859,95.47804175,96.37107879,6.611888856,94.89819819,0.070609706,612.0754803,512.2679445,168.3148076,28.11099733,3.340240837,127.1432542,12.3142910660388,55.06326095945665,68.5991651
Germany,DEU,2020,390000,Europe,616.9915188,1.536435977,0.107295343,95.50225364,275.4730911,44.53262232,18.75441884,86.80189722,91.60627227,5.580167944,92.60536869,0.069833918,572.488509,489.0156303,138.4067289,32.09321936,3.238802027,104.595682,11.5335073781748,53.49556718258589,76.62584168000001
India,IND,2019,687,Asia & Pacific,2319.073514,2.466159236,0.251101828,577.5248391,940.3583841,21.11007279,16.20351021,229.1024126,261.1934159,30.85452355,63.47479466,0.101818984,1596.89829,1218.458531,1013.294392,7.373522563,37.574897,768.999261,39.370924825498804,58.90320139236452,28.483595353
India,IND,2020,3143,Asia & Pacific,2191.260453,2.41246175,0.256223154,590.2474861,908.3088892,22.51975359,16.31532809,206.2614078,231.6010099,27.30771921,62.5817824,0.106208173,1557.096633,1190.732074,975.7556737,8.230899093,35.37025786,778.5337798,38.0290765730256,57.62065899213242,30.750652683
Italy,ITA,2013,1040,Europe,343.7029425,2.208934678,0.154520805,36.97419842,155.5966982,39.30546881,20.2781471,53.277,69.628,7.734992822,70.06902887,0.069952637,289.807,297.289,21.632,14.80226496,5.913,0.117,6.5145225602376,52.7594983856291,54.10773377
Italy,ITA,2014,1340,Europe,328.1316446,2.232728524,0.147527022,36.89005428,146.9644164,43.73773796,20.59608263,53.646,66.337,7.149002625,61.91199475,0.066074769,279.827,291.085,21.292,15.74580008,6.13,0.072,6.153106185835201,53.32780463879815,59.48353804
Italy,ITA,2015,2240,Europe,335.9638444,2.199370379,0.149881819,36.28955934,152.7545554,38.98930362,20.63557751,54.153,73.935,6.770997375,67.52301837,0.068147603,282.993,297.18,19.974,15.74809271,5.83,0.101,6.3955277254872,52.53105901818398,54.73739633
Italy,ITA,2016,2700,Europe,333.0611768,2.203043455,0.146709469,33.7216566,151.1823001,37.90894785,20.66608035,52.076,71.361,5.78499794,70.91501312,0.066593997,289.768,295.509,17.755,16.15706358,4.066,0.092,6.3297005405868,52.618788940230544,54.066011429999996
Italy,ITA,2017,4900,Europe,329.2320385,2.142912807,0.142575937,34.20789216,153.637627,35.73796237,20.97296389,51.567726,74.946193,5.538352992,75.16018748,0.066533709,295.830011,301.880515,15.53661462,16.55740465,4.498,0.08,6.432500167236001,51.18259307274431,52.29536702
Italy,ITA,2018,9700,Europe,323.955335,2.146174223,0.139212848,35.02643197,150.9454971,40.08547483,21.05062136,51.813485,71.741137,5.447975013,72.69490639,0.064865586,289.708433,303.44297,14.283772,16.24973685,5.24276,0.073,6.319786072582801,51.26049066841346,56.33521168
Italy,ITA,2019,17500,Europe,317.3631967,2.126033608,0.135970746,34.3520842,149.2747789,39.93116046,21.14849081,51.55370932,70.54118685,4.856434827,74.35246645,0.063955125,291.6197039,301.6654435,10.02290158,17.29785371,4.7259256,0.086,6.249836442985201,50.77944032538765,57.22901417
Italy,ITA,2020,60000,Europe,275.7545824,2.010781203,0.129686055,35.40870653,137.1380347,42.01458374,21.98846491,41.70074807,59.19065746,4.072688411,71.06608037,0.064495359,280.4848533,285.7119089,7.422521808,18.27705685,6.066643984,0.081,5.7416952368196,48.02668393677127,60.29164059
Japan,JPN,2011,13015,Asia & Pacific,1170.885982,2.514166435,0.239793584,55.39776158,465.7153821,10.94294404,26.10245701,187.921,169.415,3.517001398,129.7098593,0.095376973,1110.734,1011.722,178.9212942,2.987393921,0.629,1.195,19.498571617762803,60.04983364696041,13.930337961
Japan,JPN,2012,24000,Asia & Pacific,1211.005339,2.656820721,0.244356547,32.33593562,455.8099572,10.5306167,26.1836229,189.827,168.975,3.177001868,134.6619715,0.091973292,1098.91,1006.624,187.2876239,3.179696244,0.582,1.247,19.0838512880496,63.457072721916326,13.710312944
Japan,JPN,2013,29000,Asia & Pacific,1214.842765,2.661115033,0.240323744,31.74966277,456.5164414,11.31430621,26.00445576,185.893,171.204,2.939997938,118.3511429,0.090309416,1104.248,1005.233,198.7168277,3.841618912,0.515,1.251,19.1134303685352,63.55964060746999,15.155925122
Japan,JPN,2014,32000,Asia & Pacific,1173.765611,2.658187089,0.231330899,29.98963356,441.5662147,12.82921974,26.32017361,175.492,161.58,2.859001559,119.277901,0.087025815,1076.067,988.673,196.9103966,4.821725785,0.485,1.318,18.4874942770596,63.489707875473385,17.650945524999997
Japan,JPN,2015,24000,Asia & Pacific,1138.17387,2.620845961,0.221606253,33.81131152,434.2772857,14.7340205,26.01923032,171.641,162.375,2.827002709,113.5810659,0.084555237,1058.747,964.661,194.7289066,6.013240179,0.447,1.265,18.182321397687602,62.597830337811054,20.747260679
Japan,JPN,2016,24400,Asia & Pacific,1128.209721,2.629432589,0.218336328,36.7730563,429.0696504,14.78333997,26.39193256,167.67,162.95,2.911997056,115.792039,0.08303553,1061.871,965.085,192.9616179,7.061780574,0.423,1.288,17.964288122947202,62.80291839445887,21.845120544
Japan,JPN,2017,54000,Asia & Pacific,1110.352355,2.560378186,0.210814391,42.9221661,433.6673236,16.49819814,26.5877461,165.330717,157.419159,2.931693503,113.2320812,0.082337208,1071.201688,980.18619,193.8804514,7.907195438,0.420176,1.327897,18.1567835044848,61.15358233608604,24.405393577999998
Japan,JPN,2018,50000,Asia & Pacific,1066.54488,2.493982956,0.20091288,51.97365831,427.6472211,17.42295647,26.90188328,156.594937,151.120228,2.479809919,108.2113632,0.080559043,1057.753294,960.894325,188.4667338,8.673196153,0.381955,1.327897,17.9047338530148,59.56775949620804,26.096152623
Japan,JPN,2019,39000,Asia & Pacific,1044.377852,2.508189469,0.195425807,53.19041543,416.3871449,18.32390532,26.42647958,152.1312986,151.4338554,2.282876216,103.0544052,0.077915089,1015.01851,934.0603025,185.941748,9.79148127,0.400382654,0.981672663,17.433296982673202,59.907076271229585,28.11538659
Japan,JPN,2020,30000,Asia & Pacific,979.3774382,2.535146384,0.192502958,50.18306864,386.3198766,20.22647471,27.76789231,139.4396408,126.2045762,2.010796758,99.86271495,0.075933666,1011.455287,905.4159398,171.0008298,10.69373875,0.392006447,0.943672431,16.1744405934888,60.550931115,30.92021346
Mexico,MEX,2015,99,South/Latin America,451.2800472,2.439898757,0.202534487,189.6504295,184.9585135,15.27813538,18.27744692,83.583,61.316,41.56001009,77.83197334,0.083009382,310.712,261.85,24.45,4.929001777,126.602,10.677,7.743843043218001,58.275980631506684,20.207137157
Mexico,MEX,2016,770,South/Latin America,457.2779574,2.472855944,0.199422077,180.4634872,184.9189632,15.33172783,18.84723649,85.966,54.815,36.69903466,80.26803466,0.080644438,320.564,274.21,21.505,5.300033691,120.484,12.567,7.742187151257601,59.063149529486914,20.631761521
Mexico,MEX,2017,1200,South/Latin America,456.3071316,2.533375891,0.194871162,164.8800866,180.1182104,15.99057452,18.87446288,84.081,48.164,31.56698519,81.50806388,0.076921535,322.062337,275.859317,21.69,5.425135445,108.977,11.776,7.541189233027201,60.50864359716221,21.415709964999998
Mexico,MEX,2018,1800,South/Latin America,458.4886023,2.537811785,0.191707981,158.1682704,180.6629652,16.29880084,19.31511501,83.293489,38.861,30.61997563,84.60537031,0.075540662,335.582817,286.959745,20.559085,5.964115558,102.113,12.24198,7.563997026993601,60.61459313955226,22.262916397999998
Mexico,MEX,2019,1690,South/Latin America,441.3963095,2.509922327,0.185123952,148.4270384,175.8605455,17.02234726,19.96269798,77.28905517,38.11971449,29.57495248,85.59355684,0.073756845,331.1837422,282.4557655,20.53632861,8.995751491,94.7227107,10.122634,7.362929318994,59.94846485370147,26.018098751
Mexico,MEX,2020,3800,South/Latin America,370.5165341,2.450582313,0.169832348,147.0887728,151.1953025,20.47945821,22.20896541,63.81913182,37.78713887,29.31942139,77.662479,0.069302854,321.9124172,274.1410957,13.51409989,11.23132438,94.97750527,6.709131858,6.330244925070001,58.53115297839803,31.71078259
Netherlands,NLD,2011,877,Europe,178.5152631,2.31872367,0.214130645,66.44797373,76.98858879,10.81247093,15.0142575,24.133,56.954,83.38199477,49.17301059,0.092348497,113.961,112.958,11.938,4.697220979,1.594,0.0,3.22335823545972,55.38176338459008,15.509691909
Netherlands,NLD,2012,5090,Europe,176.7764593,2.293940827,0.214252493,66.11126021,77.06234494,12.08795467,14.36255131,24.52,56.639,82.06888588,47.21403033,0.093399311,103.235,108.902,13.12796839,5.152322371,1.642,0.0,3.2264462579479205,54.78983536903326,17.240277041
Netherlands,NLD,2013,22600,Europe,175.1920505,2.322515514,0.212608959,69.75549413,75.43202594,11.91183706,14.63770599,23.374,55.381,86.87189178,47.02998272,0.091542536,101.63,110.321,13.10506277,6.061202401,1.684,0.0,3.1581880620559204,55.472330037861425,17.973039461
Netherlands,NLD,2014,14700,Europe,168.3652878,2.368147191,0.201456636,60.27940223,71.0957868,11.27064447,15.38218192,22.641,56.579,72.45100333,41.45094334,0.085069305,103.357,107.291,14.616,6.451425641,2.032,0.0,2.9766384017424,56.56222391723697,17.722070111
Netherlands,NLD,2015,15400,Europe,175.5219437,2.435003232,0.205984314,47.89269633,72.0828381,12.39807936,15.44573138,23.389,59.091,55.04304242,41.02009046,0.084593035,110.38,109.928,17.87503161,7.979706469,2.006,0.0,3.0179642655708,58.15905300880122,20.377785829
Netherlands,NLD,2016,43000,Europe,175.620781,2.386375286,0.201680056,46.02540092,73.59311088,12.82592091,15.38586145,24.239,60.097,53.1389887,42.12205562,0.084513135,115.212,111.445,16.424,8.601534562,1.569,0.0,3.08119636632384,56.997594479683315,21.427455472
Netherlands,NLD,2017,26000,Europe,173.6254541,2.338409994,0.193748815,41.67293438,74.24936369,14.86953513,15.21380087,24.8131,59.66424,46.22876374,43.54567728,0.082854938,117.263249,112.273784,14.717435,11.00307992,1.470182,0.0,3.10867235897292,55.85196316969358,25.87261505
